Milliseconds,PackVoltx100,Ampsx100,RPM
114200,1220,427,6031
114300,1220,427,5847
114400,1220,427,5733
114500,1220,427,5760
114600,1220,427,5841
114700,1220,427,5767
114800,1220,437,5767
114900,1220,427,5740
115000,1220,427,5747
115100,1220,418,5847
115200,1220,427,5973
115300,1220,427,5767
115400,1220,427,5740
115500,1220,427,5707
115600,1220,427,5813
115700,1220,418,5740
115800,1220,437,5813
115900,1220,427,5959
116000,1220,427,5773
116100,1220,437,5767
116200,1220,427,5827
116300,1220,427,5773
116400,1220,427,5753
116500,1220,427,5753
116600,1220,427,5720
116700,1220,427,5747
116800,1220,427,5896
116900,1220,427,5727
117000,1220,437,5694
117100,1220,427,5760
117200,1220,427,5834
117300,1220,437,5727
117400,1220,437,5740
117500,1220,427,5740
117600,1220,427,5747
117700,1220,427,6031
117800,1220,427,5727
117900,1220,427,5740
118000,1220,437,5800
118100,1220,418,5854
118200,1220,427,5760
118300,1220,427,5720
118400,1220,427,5882
118500,1220,427,5727
118600,1220,427,5827
118700,1220,418,5760
118800,1220,427,5747
118900,1220,427,5760
119000,1220,427,5727
119100,1220,418,5767
119200,1220,427,5727
119300,1220,427,5995
119400,1220,427,5720
119500,1220,427,5740
119600,1220,437,5807
119700,1218,427,5740
119800,1220,427,5959
119900,1220,427,5807
120000,1220,427,5787
120100,1218,437,5780
120200,1220,418,5675
120300,1220,427,6067
120400,1220,427,5875
120500,1220,427,5753
120600,1220,427,5988
120700,1218,427,5760
120800,1220,427,6024
120900,1218,427,5668
121000,1218,427,5727
121100,1218,427,5747
121200,1218,427,5988
121300,1218,427,5747
121400,1218,437,5740
121500,1220,427,6024
121600,1218,427,5727
121700,1218,427,5733
121800,1218,418,5753
121900,1218,427,5780
122000,1218,427,5800
122100,1218,427,5780
122200,1218,427,5727
122300,1218,427,5773
122400,1218,427,6016
122500,1218,437,5714
122600,1218,427,5780
122700,1218,427,5882
122800,1218,418,5740
122900,1218,427,6053
123000,1218,427,5740
123100,1218,437,6045
123200,1218,427,5780
123300,1218,427,5980
123400,1218,418,5773
123500,1218,427,5760
123600,1218,427,5740
123700,1218,427,5753
123800,1218,427,5793
123900,1218,427,5733
124000,1218,427,5820
124100,1218,427,5767
124200,1218,427,5938
124300,1218,427,5760
124400,1218,427,5861
124500,1218,427,5740
124600,1218,418,5727
124700,1218,418,5767
124800,1218,427,6067
124900,1218,427,6060
125000,1218,427,5760
125100,1218,427,5714
125200,1218,427,5740
125300,1218,427,6002
125400,1218,427,5868
125500,1218,427,5834
125600,1218,427,5847
125700,1218,446,5924
125800,1216,455,5800
125900,1211,567,6226
126000,1211,586,6596
126100,1211,576,6459
126200,1211,576,6345
126300,1211,567,6640
126400,1211,576,6570
126500,1211,567,6385
126600,1211,576,6596
126700,1211,576,6553
126800,1211,576,6631
126900,1211,576,6435
127000,1211,576,6657
127100,1211,567,6648
127200,1211,576,6631
127300,1211,567,6281
127400,1211,576,6242
127500,1211,576,6257
127600,1211,567,6329
127700,1211,576,6640
127800,1211,576,6596
127900,1211,567,6613
128000,1211,576,6775
128100,1211,567,6570
128200,1211,567,6553
128300,1211,576,6426
128400,1211,567,6613
128500,1211,576,6613
128600,1211,576,6648
128700,1211,576,6605
128800,1211,567,6570
128900,1211,576,6393
129000,1211,567,6631
129100,1211,576,6476
129200,1211,576,6605
129300,1211,576,6648
129400,1211,567,6561
129500,1211,576,6451
129600,1211,576,6410
129700,1211,576,6578
129800,1211,576,6657
129900,1211,576,6570
130000,1211,567,6622
130100,1211,576,6273
130200,1211,567,6613
130300,1211,567,6510
130400,1211,576,6839
130500,1211,567,6640
130600,1211,576,6631
130700,1211,576,6596
130800,1211,567,6587
130900,1211,576,6657
131000,1211,576,6605
131100,1209,576,6501
131200,1209,576,6578
131300,1211,576,6640
131400,1209,576,6631
131500,1211,576,6821
131600,1209,567,6289
131700,1209,586,6596
131800,1209,567,6361
131900,1211,567,6622
132000,1211,576,6631
132100,1209,567,6553
132200,1211,576,6418
132300,1209,567,6402
132400,1211,567,6257
132500,1209,576,6605
132600,1209,567,6265
132700,1209,576,6369
132800,1211,567,6631
132900,1211,576,6345
133000,1209,567,6369
133100,1209,576,6631
133200,1209,576,6544
133300,1209,567,6321
133400,1209,567,6657
133500,1209,567,6476
133600,1211,576,6640
133700,1209,576,6622
133800,1209,567,6640
133900,1209,567,6410
134000,1211,567,6476
134100,1209,567,6553
134200,1209,567,6211
134300,1209,576,6596
134400,1209,567,6631
134500,1209,576,6361
134600,1209,567,6640
134700,1209,567,6613
134800,1209,576,6622
134900,1209,576,6535
135000,1209,576,6353
135100,1211,567,6527
135200,1209,576,6622
135300,1209,576,6510
135400,1209,567,6305
135500,1209,576,6435
135600,1209,576,6313
135700,1209,567,6622
135800,1209,576,6613
135900,1209,576,6622
136000,1209,567,6622
136100,1209,567,6553
136200,1209,576,6265
136300,1209,576,6535
136400,1209,567,6613
136500,1209,567,6578
136600,1209,576,6321
136700,1209,576,6369
136800,1209,576,6297
136900,1209,576,6451
137000,1209,567,6281
137100,1209,567,6613
137200,1209,567,6570
137300,1209,576,6313
137400,1209,567,6631
137500,1209,567,6640
137600,1209,567,6402
137700,1209,567,6613
137800,1209,567,6613
137900,1209,576,6622
138000,1209,567,6631
138100,1209,576,6501
138200,1209,558,6640
138300,1209,567,6631
138400,1209,567,6613
138500,1209,576,6337
138600,1209,567,6297
138700,1209,576,6613
138800,1209,567,6613
138900,1209,576,6622
139000,1209,576,6393
139100,1209,567,6648
139200,1209,576,6553
139300,1209,576,6273
139400,1209,576,6622
139500,1209,567,6273
139600,1209,567,6622
139700,1209,567,6657
139800,1209,576,6631
139900,1209,576,6345
140000,1209,576,6613
140100,1209,567,6849
140200,1209,576,6622
140300,1209,576,6648
140400,1209,567,6393
140500,1209,576,6561
140600,1209,576,6622
140700,1209,576,6544
140800,1209,567,6313
140900,1209,576,6613
141000,1209,567,6648
141100,1209,576,6596
141200,1209,567,6578
141300,1209,576,6451
141400,1209,567,6648
141500,1209,567,6195
141600,1207,595,6648
141700,1205,641,6934
141800,1205,679,7092
141900,1205,660,6963
142000,1205,651,7102
142100,1205,660,7142
142200,1205,651,6765
142300,1205,660,7132
142400,1205,651,6720
142500,1205,660,6811
142600,1205,660,6747
142700,1205,660,6793
142800,1205,660,6756
142900,1205,651,7122
143000,1205,660,6720
143100,1205,651,7112
143200,1205,660,6802
143300,1205,660,6738
143400,1205,660,6738
143500,1205,660,7032
143600,1205,660,6729
143700,1205,651,7002
143800,1205,660,6729
143900,1205,669,6784
144000,1205,660,6756
144100,1205,651,7052
144200,1205,660,6738
144300,1205,660,6877
144400,1203,660,6720
144500,1205,660,7072
144600,1203,660,6729
144700,1203,660,6784
144800,1203,660,7052
144900,1203,660,6747
145000,1203,651,6775
145100,1203,660,6720
145200,1205,651,6821
145300,1205,660,6784
145400,1203,660,7082
145500,1205,660,6756
145600,1205,660,6729
145700,1203,651,6793
145800,1203,651,6738
145900,1203,651,6784
146000,1203,651,7112
146100,1203,660,6784
146200,1203,660,7052
146300,1203,660,6765
146400,1203,660,7092
146500,1203,651,6738
146600,1203,660,6775
146700,1203,660,6775
146800,1203,651,6720
146900,1203,651,7122
147000,1203,660,6775
147100,1203,660,6720
147200,1203,651,6802
147300,1203,651,7072
147400,1203,651,6720
147500,1203,660,6784
147600,1203,651,6729
147700,1203,660,6738
147800,1203,660,6765
147900,1203,651,6738
148000,1203,651,6858
148100,1203,660,6839
148200,1203,660,6720
148300,1203,651,6793
148400,1203,660,6756
148500,1203,651,6775
148600,1203,651,7042
148700,1203,660,6934
148800,1203,660,6793
148900,1203,651,6821
149000,1203,651,6729
149100,1203,660,6906
149200,1203,651,6756
149300,1203,651,6775
149400,1203,651,6747
149500,1203,651,6858
149600,1203,651,6720
149700,1203,651,6738
149800,1203,651,7052
149900,1203,660,6775
150000,1203,651,6858
150100,1203,651,7082
150200,1203,651,7112
150300,1203,660,6738
150400,1203,651,7092
150500,1203,651,6747
150600,1203,651,6993
150700,1203,651,6784
150800,1203,651,6738
150900,1203,651,6830
151000,1203,651,6729
151100,1203,651,6711
151200,1203,651,7173
151300,1203,651,6784
151400,1203,651,7072
151500,1203,660,6849
151600,1203,651,6784
151700,1203,651,6868
151800,1203,651,6756
151900,1203,660,7052
152000,1203,651,6877
152100,1203,651,7022
152200,1203,651,6720
152300,1203,651,7032
152400,1203,651,6821
152500,1200,651,7102
152600,1200,651,6775
152700,1203,651,6747
152800,1203,651,6747
152900,1200,651,7032
153000,1200,651,6702
153100,1203,651,6738
153200,1203,651,6729
153300,1203,651,6702
153400,1203,660,6877
153500,1203,660,6896
153600,1200,651,6729
153700,1200,651,6849
153800,1200,651,6811
153900,1203,651,6747
154000,1200,651,6711
154100,1200,651,6738
154200,1200,651,7002
154300,1200,651,6729
154400,1203,660,6934
154500,1200,651,6896
154600,1200,660,7082
154700,1203,651,7072
154800,1200,651,7012
154900,1203,651,7112
155000,1200,651,6793
155100,1200,641,7092
155200,1200,651,6775
155300,1200,651,6720
155400,1200,651,6765
155500,1200,660,7002
155600,1200,660,6765
155700,1200,651,7012
155800,1200,651,6944
155900,1200,651,6849
156000,1200,651,6802
156100,1200,651,7082
156200,1200,651,6738
156300,1200,651,6702
156400,1200,651,6756
156500,1200,651,7102
156600,1200,651,6775
156700,1200,651,6765
156800,1200,660,6756
156900,1200,660,7062
157000,1200,660,6765
157100,1200,651,7022
157200,1200,651,6729
157300,1200,651,6793
157400,1200,660,6811
157500,1200,651,6720
157600,1200,651,6711
157700,1200,660,7042
157800,1200,651,6983
157900,1200,660,6765
158000,1200,651,6906
158100,1200,651,6720
158200,1200,651,7062
158300,1200,651,7032
158400,1200,651,6738
158500,1200,651,6765
158600,1200,660,6802
158700,1200,669,7062
158800,1200,679,6944
158900,1198,697,7062
159000,1196,762,7173
159100,1196,744,7194
159200,1198,716,7153
159300,1198,725,7246
159400,1198,725,7082
159500,1198,725,7215
159600,1198,735,6944
159700,1198,735,7173
159800,1198,707,7235
159900,1196,725,7102
160000,1198,716,7153
160100,1198,716,7215
160200,1198,707,7225
160300,1198,725,7153
160400,1198,716,7194
160500,1198,725,6925
160600,1196,716,7183
160700,1196,735,7204
160800,1196,735,7183
160900,1196,716,7194
161000,1196,716,7183
161100,1198,725,7204
161200,1196,725,7183
161300,1198,725,7235
161400,1196,735,7235
161500,1196,725,7173
161600,1196,725,6983
161700,1196,725,6906
161800,1196,716,7072
161900,1196,716,7194
162000,1196,725,7163
162100,1196,725,7194
162200,1196,735,7204
162300,1196,735,7183
162400,1196,735,7194
162500,1196,716,7235
162600,1196,725,7215
162700,1196,716,7092
162800,1196,725,7215
162900,1196,707,6934
163000,1196,725,6839
163100,1196,735,6877
163200,1196,735,6811
163300,1196,735,7225
163400,1196,725,7173
163500,1196,725,6934
163600,1196,735,7092
163700,1196,725,7204
163800,1196,716,7309
163900,1196,725,7215
164000,1196,725,7183
164100,1196,725,6811
164200,1196,725,7225
164300,1196,725,6925
164400,1196,725,6858
164500,1196,725,7153
164600,1196,725,7374
164700,1196,725,6849
164800,1196,725,6906
164900,1196,725,7225
165000,1196,735,7102
165100,1196,716,7082
165200,1196,725,6868
165300,1196,716,7142
165400,1196,716,7352
165500,1196,725,6775
165600,1196,716,6906
165700,1196,725,7102
165800,1196,716,7132
165900,1196,725,7194
166000,1196,725,7215
166100,1196,725,6896
166200,1196,716,7204
166300,1196,725,6993
166400,1196,716,7278
166500,1196,716,7204
166600,1196,716,7225
166700,1196,725,7153
166800,1196,716,7256
166900,1196,707,7122
167000,1196,716,7072
167100,1196,707,7204
167200,1196,725,7215
167300,1196,716,7194
167400,1196,716,7132
167500,1196,725,7204
167600,1196,716,7042
167700,1196,716,6954
167800,1196,735,7032
167900,1196,707,7225
168000,1196,716,7256
168100,1196,716,7204
168200,1196,725,7215
168300,1196,725,7183
168400,1196,725,6896
168500,1196,716,7256
168600,1196,716,6915
168700,1196,725,7246
168800,1196,716,6925
168900,1196,725,7225
169000,1196,725,6983
169100,1196,725,7194
169200,1196,725,7256
169300,1196,725,7204
169400,1196,735,7032
169500,1196,716,7173
169600,1196,725,7153
169700,1196,735,7183
169800,1194,725,7122
169900,1196,716,6954
170000,1194,725,7194
170100,1194,716,7173
170200,1196,725,7183
170300,1194,716,7215
170400,1194,716,7183
170500,1194,725,7002
170600,1194,716,7256
170700,1194,716,6793
170800,1194,725,7235
170900,1196,725,7194
171000,1194,725,7235
171100,1194,716,6858
171200,1194,716,7215
171300,1196,735,7163
171400,1194,725,7256
171500,1194,725,7204
171600,1194,716,7132
171700,1194,716,7142
171800,1194,716,6858
171900,1194,716,6993
172000,1196,725,7225
172100,1194,735,6934
172200,1194,716,6887
172300,1194,716,6934
172400,1194,725,6944
172500,1194,716,7153
172600,1194,716,7042
172700,1194,725,7102
172800,1194,716,7183
172900,1194,735,7183
173000,1194,725,6877
173100,1194,735,6915
173200,1194,725,7153
173300,1194,716,6944
173400,1194,725,6821
173500,1194,725,6839
173600,1194,725,7183
173700,1194,716,6858
173800,1194,716,7173
173900,1194,716,6877
174000,1194,725,7225
174100,1194,725,6858
174200,1194,725,6887
174300,1194,725,6830
174400,1194,725,7112
174500,1194,725,7246
174600,1194,716,6821
174700,1194,725,7194
174800,1194,735,6811
174900,1194,707,7235
175000,1194,707,7204
175100,1194,725,6896
175200,1194,725,7235
175300,1194,725,6868
175400,1194,725,7235
175500,1194,725,7082
175600,1194,725,7246
175700,1194,725,6821
175800,1194,716,7204
175900,1194,725,7194
176000,1194,716,7153
176100,1194,725,6839
176200,1194,716,7225
176300,1194,725,7194
176400,1194,716,7102
176500,1194,716,7072
176600,1194,725,7194
176700,1194,735,7112
176800,1194,716,6839
176900,1194,735,7142
177000,1194,725,6830
177100,1192,744,6925
177200,1192,744,7142
177300,1192,744,6915
177400,1192,744,7032
177500,1192,781,7278
177600,1189,828,7309
177700,1189,837,7320
177800,1189,837,7530
177900,1189,837,7331
178000,1189,846,7396
178100,1189,837,7352
178200,1189,837,7680
178300,1189,837,7385
178400,1187,837,7668
178500,1189,846,7429
178600,1189,837,7610
178700,1189,846,7507
178800,1189,837,7331
178900,1187,837,7473
179000,1187,837,7342
179100,1189,846,7680
179200,1187,837,7363
179300,1187,837,7320
179400,1187,837,7645
179500,1187,837,7309
179600,1187,837,7418
179700,1189,846,7363
179800,1187,837,7331
179900,1187,837,7363
180000,1187,837,7418
180100,1187,828,7692
180200,1187,846,7496
180300,1187,837,7451
180400,1187,837,7692
180500,1187,846,7496
180600,1187,846,7385
180700,1187,846,7418
180800,1187,837,7656
180900,1187,837,7320
181000,1187,846,7331
181100,1187,837,7331
181200,1187,837,7680
181300,1187,837,7363
181400,1187,837,7429
181500,1187,837,7385
181600,1187,828,7564
181700,1187,828,7668
181800,1187,837,7418
181900,1187,837,7507
182000,1187,828,7374
182100,1187,828,7788
182200,1187,837,7473
182300,1187,837,7645
182400,1187,837,7451
182500,1187,837,7680
182600,1187,837,7656
182700,1187,837,7692
182800,1187,828,7363
182900,1187,837,7374
183000,1187,828,7331
183100,1187,828,7309
183200,1187,837,7396
183300,1187,828,7418
183400,1187,837,7751
183500,1187,837,7385
183600,1187,837,7320
183700,1187,828,7440
183800,1187,828,7331
183900,1187,818,7374
184000,1187,837,7656
184100,1187,828,7680
184200,1185,837,7352
184300,1185,828,7680
184400,1185,837,7496
184500,1187,837,7429
184600,1187,837,7331
184700,1185,837,7363
184800,1185,837,7633
184900,1187,846,7352
185000,1185,846,7396
185100,1187,837,7363
185200,1185,837,7440
185300,1187,837,7621
185400,1185,837,7320
185500,1185,846,7704
185600,1187,837,7656
185700,1185,837,7716
185800,1185,837,7309
185900,1185,837,7451
186000,1185,837,7598
186100,1185,828,7374
186200,1185,837,7374
186300,1185,837,7342
186400,1187,846,7451
186500,1185,837,7320
186600,1185,837,7429
186700,1185,837,7396
186800,1185,828,7407
186900,1185,837,7342
187000,1187,837,7621
187100,1185,837,7363
187200,1185,837,7342
187300,1185,837,7451
187400,1185,828,7342
187500,1185,837,7496
187600,1185,837,7352
187700,1185,837,7575
187800,1185,837,7429
187900,1185,837,7363
188000,1185,837,7374
188100,1185,837,7342
188200,1185,837,7352
188300,1185,846,7331
188400,1185,837,7440
188500,1185,828,7485
188600,1185,846,7407
188700,1185,837,7331
188800,1185,846,7363
188900,1185,828,7331
189000,1185,837,7352
189100,1185,828,7385
189200,1185,837,7739
189300,1185,837,7429
189400,1185,837,7352
189500,1185,837,7320
189600,1185,837,7299
189700,1185,837,7496
189800,1185,837,7473
189900,1185,837,7396
190000,1185,828,7407
190100,1185,837,7396
190200,1185,837,7668
190300,1185,837,7518
190400,1185,837,7429
190500,1185,828,7385
190600,1185,837,7320
190700,1185,837,7496
190800,1185,837,7374
190900,1185,828,7462
191000,1185,837,7352
191100,1185,828,7342
191200,1185,837,7440
191300,1185,837,7396
191400,1185,837,7645
191500,1185,837,7267
191600,1185,828,7396
191700,1185,828,7668
191800,1185,828,7352
191900,1185,837,7331
192000,1185,837,7407
192100,1185,837,7331
192200,1183,837,7668
192300,1185,837,7352
192400,1185,837,7407
192500,1185,837,7440
192600,1183,828,7320
192700,1185,837,7385
192800,1185,837,7429
192900,1185,837,7342
193000,1185,837,7331
193100,1185,828,7440
193200,1185,828,7598
193300,1185,837,7633
193400,1185,828,7440
193500,1185,837,7451
193600,1185,837,7385
193700,1185,828,7418
193800,1183,828,7363
193900,1185,837,7309
194000,1185,837,7342
194100,1185,837,7645
194200,1185,837,7440
194300,1183,828,7352
194400,1183,837,7374
194500,1183,865,7680
194600,1181,939,7518
194700,1179,958,7824
194800,1179,930,7552
194900,1179,930,7886
195000,1181,930,7507
195100,1181,939,7849
195200,1179,930,7874
195300,1181,939,7936
195400,1179,930,7751
195500,1179,939,7610
195600,1179,921,7911
195700,1181,939,7633
195800,1179,930,7727
195900,1179,930,7633
196000,1179,930,7575
196100,1179,939,7788
196200,1179,930,7776
196300,1179,930,7692
196400,1179,930,7886
196500,1179,939,7898
196600,1179,930,7886
196700,1179,939,7610
196800,1179,930,7788
196900,1179,939,7800
197000,1179,930,7824
197100,1179,930,7788
197200,1179,930,7836
197300,1179,939,7564
197400,1179,930,7776
197500,1179,939,7462
197600,1179,930,7911
197700,1179,930,7668
197800,1179,921,7763
197900,1179,939,7923
198000,1179,939,7974
198100,1179,921,7812
198200,1179,930,7610
198300,1179,921,7898
198400,1179,939,7886
198500,1179,921,7610
198600,1179,921,7610
198700,1179,930,7552
198800,1179,921,7936
198900,1179,930,7541
199000,1179,921,7961
199100,1179,911,7911
199200,1179,911,7849
199300,1179,921,7898
199400,1179,930,7874
199500,1179,911,7496
199600,1179,930,7812
199700,1179,921,7874
199800,1179,921,7485
199900,1179,930,7874
200000,1179,911,7541
200100,1179,911,7451
200200,1179,921,7836
200300,1179,911,7800
200400,1179,921,7861
200500,1179,921,7496
200600,1179,911,7518
200700,1179,911,7874
200800,1179,911,7874
200900,1179,911,7936
201000,1179,921,7763
201100,1179,911,7812
201200,1179,921,7739
201300,1179,921,7564
201400,1179,911,7680
201500,1179,921,7776
201600,1179,930,7763
201700,1179,921,7861
201800,1179,921,7923
201900,1179,921,7949
202000,1179,921,7530
202100,1179,921,7849
202200,1179,921,7485
202300,1179,921,7552
202400,1179,911,7541
202500,1179,921,7507
202600,1179,930,7812
202700,1179,921,7849
202800,1179,921,7496
202900,1179,930,7836
203000,1179,911,7776
203100,1179,911,7824
203200,1179,911,7812
203300,1179,921,7680
203400,1176,921,7564
203500,1179,921,7496
203600,1179,911,7800
203700,1176,911,7564
203800,1179,921,7680
203900,1179,911,7552
204000,1179,921,7518
204100,1179,911,7473
204200,1179,930,7496
204300,1179,911,7874
204400,1179,921,7824
204500,1176,921,7552
204600,1179,911,7886
204700,1179,902,7496
204800,1176,911,7763
204900,1179,921,7849
205000,1176,911,7507
205100,1176,911,7727
205200,1176,911,7518
205300,1179,921,7800
205400,1176,921,7541
205500,1176,911,7751
205600,1176,921,7587
205700,1176,921,7776
205800,1176,921,7849
205900,1176,921,7541
206000,1176,939,7836
206100,1176,921,7518
206200,1176,911,7800
206300,1176,921,7800
206400,1176,930,7727
206500,1176,921,7886
206600,1176,921,7518
206700,1176,921,7552
206800,1176,911,7518
206900,1176,921,7923
207000,1176,921,7552
207100,1176,921,7751
207200,1176,921,7680
207300,1176,921,7530
207400,1176,921,7812
207500,1176,921,7923
207600,1176,921,7716
207700,1176,921,7692
207800,1176,921,7496
207900,1176,930,7898
208000,1176,921,7849
208100,1176,921,7496
208200,1176,921,7727
208300,1176,911,7704
208400,1176,911,7473
208500,1176,930,7727
208600,1176,921,7861
208700,1176,921,7898
208800,1176,921,7518
208900,1176,930,7836
209000,1176,930,7541
209100,1176,930,7776
209200,1176,921,7716
209300,1176,921,7716
209400,1176,921,7473
209500,1176,911,7800
209600,1176,930,7564
209700,1176,930,7473
209800,1176,930,7716
209900,1176,921,7874
210000,1176,911,7936
210100,1174,930,7751
210200,1176,939,7898
210300,1176,939,7812
210400,1176,930,7587
210500,1176,921,7564
210600,1176,930,7668
210700,1174,921,7518
210800,1176,921,7473
210900,1176,930,7849
211000,1176,930,7451
211100,1174,930,7812
211200,1176,921,7849
211300,1176,921,7530
211400,1176,939,7776
211500,1176,921,7530
211600,1176,930,7776
211700,1176,930,7440
211800,1176,930,7496
211900,1174,911,7800
212000,1176,930,7812
212100,1174,958,7530
212200,1174,949,7704
212300,1174,949,7874
212400,1174,976,7898
212500,1170,1079,7886
212600,1168,1107,8077
212700,1168,1116,8000
212800,1168,1107,8090
212900,1168,1097,8333
213000,1168,1107,8038
213100,1168,1107,8156
213200,1168,1097,8389
213300,1168,1097,8130
213400,1168,1107,8250
213500,1168,1097,7886
213600,1168,1097,8143
213700,1168,1107,8025
213800,1168,1097,8064
213900,1168,1097,8291
214000,1168,1088,8503
214100,1168,1107,8000
214200,1168,1097,8051
214300,1168,1097,8291
214400,1168,1097,8116
214500,1168,1097,8278
214600,1168,1088,8038
214700,1168,1097,8064
214800,1168,1088,8169
214900,1168,1097,8196
215000,1168,1088,8090
215100,1168,1097,8445
215200,1168,1088,8130
215300,1168,1097,8278
215400,1168,1097,8156
215500,1168,1088,8103
215600,1168,1088,8156
215700,1168,1097,8196
215800,1168,1088,8210
215900,1168,1088,8183
216000,1168,1088,8210
216100,1168,1097,8064
216200,1168,1088,8038
216300,1168,1088,8103
216400,1168,1088,8183
216500,1168,1088,8532
216600,1168,1097,8156
216700,1168,1088,8210
216800,1168,1079,8038
216900,1168,1088,8116
217000,1168,1088,8051
217100,1168,1088,8196
217200,1168,1088,8077
217300,1168,1079,8347
217400,1168,1088,8116
217500,1168,1079,8130
217600,1168,1088,8051
217700,1168,1069,8116
217800,1168,1088,8156
217900,1168,1097,8090
218000,1168,1079,8169
218100,1168,1088,8077
218200,1168,1079,8051
218300,1166,1079,8474
218400,1168,1088,8051
218500,1166,1088,8169
218600,1166,1088,8051
218700,1166,1088,8103
218800,1166,1079,8223
218900,1166,1088,8130
219000,1166,1088,8576
219100,1168,1079,8103
219200,1166,1079,8333
219300,1166,1079,8278
219400,1168,1088,8223
219500,1168,1079,8025
219600,1168,1088,8169
219700,1166,1088,8025
219800,1166,1088,8038
219900,1166,1079,8264
220000,1166,1079,8116
220100,1166,1079,8038
220200,1166,1079,8143
220300,1166,1079,8237
220400,1166,1088,8116
220500,1166,1079,8156
220600,1166,1088,8156
220700,1166,1088,8517
220800,1166,1088,8169
220900,1166,1079,8250
